,STATE,FEC_ID,Candidate_Name,Capped_Num_State_EC_Votes,UnCapped_Num_State_EC_Votes,Capped_EC_Standard,Capped_EC_NE_Candidate_Vote,Capped_EC_Full_Candidate_Vote,UnCapped_EC_Standard,UnCapped_EC_NE_Candidate_Vote,UnCapped_EC_Full_Candidate_Vote
755,Vermont,n/a,Belichek; Bill,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
756,Vermont,n/a,Leahy; Patrick,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Vermont,P20000527,Nader; Ralph,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
758,Vermont,n/a,Tuttle; Fred,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
759,Vermont,n/a,Weld; William,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Vermont,P60009917,Keniston; Chris,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Vermont,P20004511,Kotlikoff; Lawrence,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Vermont,P80005473,Osborne; Alyson Kennedy,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Vermont,P60018017,Soltysik; Emilio,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
764,Vermont,P20004677,White; Jerry,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Vermont,P60016623,Smith; Mike,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
766,Virginia,P00003392,Clinton; Hillary R.,13.0,269.0,13.0,8.0,7.0,269.0,135.0,134.0
767,Virginia,P80001571,Trump; Donald J.,13.0,269.0,0.0,5.0,6.0,0.0,118.0,119.0
768,Virginia,P20002671,Johnson; Gary,13.0,269.0,0.0,0.0,0.0,0.0,8.0,8.0
769,Virginia,P60022654,McMullin; Evan,13.0,269.0,0.0,0.0,0.0,0.0,4.0,4.0
770,Virginia,n/a,All Others,13.0,269.0,0.0,0.0,0.0,0.0,2.0,2.0
771,Virginia,P20003984,Stein; Jill,13.0,269.0,0.0,0.0,0.0,0.0,2.0,2.0
772,Washington,P00003392,Clinton; Hillary,12.0,227.0,12.0,7.0,6.0,227.0,120.0,119.0
773,Washington,P80001571,Trump; Donald J.,12.0,227.0,0.0,4.0,5.0,0.0,83.0,84.0
774,Washington,P20002671,Johnson; Gary,12.0,227.0,0.0,1.0,1.0,0.0,11.0,11.0
775,Washington,n/a,Scattered,12.0,227.0,0.0,0.0,0.0,0.0,8.0,8.0
776,Washington,P20003984,Stein; Jill,12.0,227.0,0.0,0.0,0.0,0.0,4.0,4.0
777,Washington,P60021102,Castle; Darrell L.,12.0,227.0,0.0,0.0,0.0,0.0,1.0,1.0
778,Washington,P80005473,Kennedy; Alyson,12.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0
779,Washington,P80005572,La Riva; Gloria Estela,12.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0
780,West Virginia,P80001571,Trump; Donald J.,5.0,63.0,5.0,4.0,4.0,63.0,44.0,43.0
781,West Virginia,P00003392,Clinton; Hillary,5.0,63.0,0.0,1.0,1.0,0.0,16.0,17.0
782,West Virginia,P20002671,Johnson; Gary,5.0,63.0,0.0,0.0,0.0,0.0,2.0,2.0
783,West Virginia,P20003984,Stein; Jill,5.0,63.0,0.0,0.0,0.0,0.0,1.0,1.0
784,West Virginia,P60021102,Castle; Darrell L.,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
785,West Virginia,P60022654,McMullin; Evan,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
786,West Virginia,P60021185,Moreau; Kevin,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
787,West Virginia,P60018769,Smith; William Roger,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
788,West Virginia,P20005260,Hoefling; Tom,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
789,West Virginia,P60015351,Basiago; Andrew D.,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
790,West Virginia,P20004511,Kotlikoff; Laurence,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
791,West Virginia,P60020757,Buchanan; Robert L.,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
792,West Virginia,P60016342,De La Fuente; Rocky,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
793,West Virginia,n/a,Limbaugh; David,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
794,West Virginia,P80005572,Lariva; Gloria,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
795,West Virginia,P60004868,Perry; Darryl W.,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
796,West Virginia,P60016623,Smith; Mike,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
797,West Virginia,P20004677,White; Jerry,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
798,West Virginia,n/a,Duncan; Richard,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
799,West Virginia,n/a,Hartnell; Ben,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
800,West Virginia,P60018249,Maldonado; Joseph,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
801,West Virginia,n/a,Williams; Mitchell,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Wisconsin,P80001571,Trump; Donald J.,10.0,191.0,10.0,6.0,5.0,191.0,91.0,90.0
803,Wisconsin,P00003392,Clinton; Hillary,10.0,191.0,0.0,4.0,5.0,0.0,88.0,89.0
804,Wisconsin,P20002671,Johnson; Gary,10.0,191.0,0.0,0.0,0.0,0.0,7.0,7.0
805,Wisconsin,n/a,Scattered,10.0,191.0,0.0,0.0,0.0,0.0,1.0,1.0
806,Wisconsin,P60021102,Castle; Darrell L.,10.0,191.0,0.0,0.0,0.0,0.0,1.0,1.0
807,Wisconsin,P60022654,McMullin; Evan,10.0,191.0,0.0,0.0,0.0,0.0,1.0,1.0
808,Wisconsin,P20003984,Stein; Jill,10.0,191.0,0.0,0.0,0.0,0.0,2.0,2.0
809,Wisconsin,P60004405,Moorehead; Monica,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
810,Wisconsin,P60016342,De La Fuente; Rocky Roque,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Wisconsin,P60022787,Maturen; Michael A.,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
812,Wisconsin,P20005260,Hoefling; Tom,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
813,Wisconsin,P60009917,Keniston; Chris,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Wisconsin,P60005303,Fox; Cherunda,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
815,Wisconsin,P60018017,Soltysik; Emidio,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
816,Wisconsin,P20004511,Kotlikoff; Laurence,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
817,Wisconsin,P60018249,Maldonado; Joseph,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Wisconsin,n/a,Schoenke; Marshall,10.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
819,Wyoming,P80001571,Trump; Donald J.,3.0,20.0,3.0,3.0,2.0,20.0,14.0,14.0
820,Wyoming,P00003392,Clinton; Hillary,3.0,20.0,0.0,0.0,1.0,0.0,4.0,4.0
821,Wyoming,P20002671,Johnson; Gary,3.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
822,Wyoming,n/a,Scattered,3.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0
823,Wyoming,P20003984,Stein; Jill,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Wyoming,P60021102,Castle; Darrell,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
825,Wyoming,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
