,STATE,FEC_ID,Candidate_Name,Capped_Num_State_EC_Votes,UnCapped_Num_State_EC_Votes,Capped_EC_Standard,Capped_EC_NE_Candidate_Vote,Capped_EC_Full_Candidate_Vote,UnCapped_EC_Standard,UnCapped_EC_NE_Candidate_Vote,UnCapped_EC_Full_Candidate_Vote
250,Kentucky,P00003392,Clinton; Hillary Rodham,8.0,147.0,0.0,2.0,3.0,0.0,47.0,48.0
251,Kentucky,P20002671,Johnson; Gary,8.0,147.0,0.0,0.0,0.0,0.0,4.0,4.0
252,Kentucky,P60022654,McMullin; Evan,8.0,147.0,0.0,0.0,0.0,0.0,2.0,2.0
253,Kentucky,P20003984,Stein; Jill,8.0,147.0,0.0,0.0,0.0,0.0,1.0,1.0
254,Kentucky,P60016342,De La Fuente; Rocky Roque,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
255,Kentucky,P60021102,Castle; Darrell L.,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
256,Kentucky,P60022787,Maturen; Michael A.,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Kentucky,P20005260,Hoefling; Tom,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Kentucky,P60009917,Keniston; Chris,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Kentucky,n/a,Jackson; Denny Carroll,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Kentucky,n/a,Ellis; Craig,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Kentucky,n/a,Stevens; Timothy Allen,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Kentucky,P60016623,Smith; Mike,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Kentucky,P20004511,Kotlikoff; Laurence,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Kentucky,P60023207,Cubbler; Scott,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Kentucky,n/a,Luesing; Richard Turner; Jr.,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Kentucky,n/a,Hartnell; Ben,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Kentucky,n/a,Perry; David,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Kentucky,P20004677,White; Jerry,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Kentucky,P60016904,Clark; Santa Roy A.,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Kentucky,n/a,Duncan; Richard,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Kentucky,P60018249,Maldonado; Joseph,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Kentucky,n/a,Schoenke; Marshall,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Kentucky,P60005303,Fox; Cherunda,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Kentucky,n/a,Ling; William Martin,8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Kentucky,P20002630,"""""""Tittle; Sheila """"""""Samm""""""""""""""",8.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Louisiana,P80001571,Trump; Donald,8.0,153.0,8.0,6.0,5.0,153.0,90.0,89.0
277,Louisiana,P00003392,Clinton; Hillary,8.0,153.0,0.0,2.0,3.0,0.0,58.0,59.0
278,Louisiana,P20002671,Johnson; Gary,8.0,153.0,0.0,0.0,0.0,0.0,3.0,3.0
279,Louisiana,P20003984,Stein; Jill,8.0,153.0,0.0,0.0,0.0,0.0,1.0,1.0
280,Louisiana,P60022654,McMullin; Evan,8.0,153.0,0.0,0.0,0.0,0.0,1.0,1.0
281,Louisiana,P60021102,Castle; Darrell,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Louisiana,P60009917,Keniston; Chris,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Louisiana,P20005260,Hoefling; Tom,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Louisiana,P20004511,Kotlikoff; Laurence,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Louisiana,P20004768,Jacob; Princess,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Louisiana,P80005473,Kennedy; Alyson,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Louisiana,P80005572,La Riva; Gloria,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Louisiana,P20004677,White; Jerry,8.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Maine,P00003392,Clinton; Hillary R.,4.0,46.0,4.0,3.0,2.0,46.0,23.0,22.0
290,Maine,P80001571,Trump; Donald J.,4.0,46.0,0.0,1.0,2.0,0.0,20.0,21.0
291,Maine,P20002671,Johnson; Gary,4.0,46.0,0.0,0.0,0.0,0.0,2.0,2.0
292,Maine,P20003984,Stein; Jill,4.0,46.0,0.0,0.0,0.0,0.0,1.0,1.0
293,Maine,P60022654,McMullin; David Evan,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Maine,P60021102,Castle; Darrell L.,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
295,Maine,P20004511,Kotlikoff; Laurence J.,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Maine,P60005303,Fox; Cherunda L.,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Maryland,P00003392,Clinton; Hillary,10.0,194.0,10.0,7.0,6.0,194.0,118.0,117.0
298,Maryland,P80001571,Trump; Donald J.,10.0,194.0,0.0,3.0,4.0,0.0,65.0,66.0
299,Maryland,P20002671,Johnson; Gary,10.0,194.0,0.0,0.0,0.0,0.0,6.0,6.0
300,Maryland,P20003984,Stein; Jill,10.0,194.0,0.0,0.0,0.0,0.0,2.0,2.0
301,Maryland,n/a,Other,10.0,194.0,0.0,0.0,0.0,0.0,2.0,2.0
302,Maryland,P60022654,McMullin; Evan,10.0,194.0,0.0,0.0,0.0,0.0,1.0,1.0
303,Maryland,P60021102,Castle; Darrell L.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Maryland,P60022787,Maturen; Michael A.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
305,Maryland,P60018975,McCarthy; Stephen,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Maryland,P20004511,Kotlikoff; Laurence,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
307,Maryland,P60016888,Boring; Paij,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Maryland,n/a,Reid; Janet L.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
309,Maryland,n/a,Carlisle; Martin,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Maryland,P80005572,La Riva; Gloria,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
311,Maryland,P60019304,Adams; Paul,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
312,Maryland,P20005260,Hoefling; Tom,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
313,Maryland,n/a,Gates; Jacqueline,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Maryland,P60020757,Buchanan; Robert,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Maryland,n/a,Hartnell; Ben,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Maryland,P60023686,Breivogel; Joann,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Maryland,n/a,Duncan; Richard,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Maryland,P60005808,Kahn; Lynn,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Maryland,P60015013,Pendleton; Cathy Johnson,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Maryland,P60019940,Thomas; Mary E.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Maryland,n/a,Brown; Dana E.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Maryland,P60016342,"""""""De La Fuente; Roque """"""""Rocky""""""""""""""",10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Maryland,P60016623,"""""""Smith; Michael L. """"""""Mike""""""""""""""",10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Maryland,n/a,Soldjah; Sistah,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Maryland,P60018249,Maldonado; Joseph A.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Maryland,n/a,Smith; Coop,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Maryland,n/a,Valdivia; Anthony Tony J.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Maryland,P20004677,White; Jerry,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Maryland,P80004989,Locke; Star,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Maryland,n/a,Symonette; Maurice,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Maryland,P60005303,Fox; Cherunda,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
332,Maryland,P00003962,Schriner; Joe,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Maryland,P60005550,Bolar; Shelia,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Maryland,P60005899,Bowhall; William E.; Jr.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Maryland,P60022043,Puskar; Michael B.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Maryland,P60021243,Flippin; Ameer,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
337,Maryland,P60018017,Soltysik; Emidio,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Maryland,,Boyles; Michael David,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Maryland,P60017340,Hedges; James,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Maryland,P20005187,Brown; Theodis; Sr.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Maryland,P60008299,Jennings; Gerald; II,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Maryland,n/a,Schoenke; Marshall,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Maryland,P60007689,Keita; Mohammed,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Maryland,n/a,Vogel-Walcutt; J. J.,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Maryland,n/a,Edgell; Richard Baxter,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Maryland,n/a,Terry; Doug,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
347,Maryland,P60023611,Vakil; Kora Roberta Katz,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Maryland,n/a,Williams; Mitchell,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Maryland,P60020484,Wysinger; Demetra Jefferson,10.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Massachusetts,P00003392,Clinton; Hillary,11.0,220.0,11.0,8.0,7.0,220.0,133.0,132.0
351,Massachusetts,P80001571,Trump; Donald J.,11.0,220.0,0.0,3.0,4.0,0.0,72.0,72.0
352,Massachusetts,P20002671,Johnson; Gary,11.0,220.0,0.0,0.0,0.0,0.0,9.0,9.0
353,Massachusetts,n/a,All Others,11.0,220.0,0.0,0.0,0.0,0.0,3.0,4.0
354,Massachusetts,P20003984,Stein; Jill,11.0,220.0,0.0,0.0,0.0,0.0,3.0,3.0
355,Massachusetts,P60022654,McMullin; David,11.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Massachusetts,n/a,Feegbeh; William,11.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Massachusetts,P20004511,Kotlikoff; Laurence,11.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Massachusetts,P60004405,Moorehead; Monica G.,11.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Michigan,P80001571,Trump; Donald J.,16.0,332.0,16.0,9.0,8.0,332.0,159.0,158.0
360,Michigan,P00003392,Clinton; Hillary,16.0,332.0,0.0,7.0,7.0,0.0,156.0,157.0
361,Michigan,P20002671,Johnson; Gary,16.0,332.0,0.0,0.0,1.0,0.0,12.0,12.0
362,Michigan,P20003984,Stein; Jill,16.0,332.0,0.0,0.0,0.0,0.0,3.0,3.0
363,Michigan,P60021102,Castle; Darrell L.,16.0,332.0,0.0,0.0,0.0,0.0,1.0,1.0
364,Michigan,P60022654,McMullin; Evan,16.0,332.0,0.0,0.0,0.0,0.0,1.0,1.0
365,Michigan,P60018017,Soltysik; Emidio Mimi,16.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Michigan,P60022787,Maturen; Michael A.,16.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Michigan,P20005260,Hoefling; Tom,16.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Michigan,P20004511,Kotlikoff; Laurence,16.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Michigan,n/a,Hartnell; Ben,16.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Michigan,P60004405,Moorehead; Monica,16.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
371,Michigan,P60005303,Fox; Cherunda,16.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Minnesota,P00003392,Clinton; Hillary,10.0,179.0,10.0,6.0,5.0,179.0,84.0,83.0
373,Minnesota,P80001571,Trump; Donald J.,10.0,179.0,0.0,4.0,5.0,0.0,79.0,80.0
374,Minnesota,P20002671,Johnson; Gary,10.0,179.0,0.0,0.0,0.0,0.0,7.0,7.0
375,Minnesota,P60022654,McMullin; Evan,10.0,179.0,0.0,0.0,0.0,0.0,3.0,3.0
376,Minnesota,P20003984,Stein; Jill,10.0,179.0,0.0,0.0,0.0,0.0,2.0,2.0
377,Minnesota,n/a,Scattered,10.0,179.0,0.0,0.0,0.0,0.0,2.0,2.0
378,Minnesota,n/a,Vacek; Dan R.,10.0,179.0,0.0,0.0,0.0,0.0,1.0,1.0
379,Minnesota,P60021102,Castle; Darrell,10.0,179.0,0.0,0.0,0.0,0.0,1.0,1.0
380,Minnesota,P80005473,Kennedy; Alyson,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Minnesota,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Minnesota,P60022787,Maturen; Michael Andrew,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Minnesota,n/a,Wharton; Jeffrey Ryan; Sr.,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Minnesota,n/a,Bartlett; Henry,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Minnesota,P60009917,Keniston; Chris,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Minnesota,n/a,Muffoletto; Daniel,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Minnesota,P20005260,Hoefling; Tom,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Minnesota,n/a,Ball; Dennis Andrew,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Minnesota,P20004511,Kotlikoff; Laurence,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Minnesota,P60017852,Roberts; Clifton,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Minnesota,P60018017,Soltysik; Emidio,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Minnesota,P80005572,La Riva; Gloria,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Minnesota,P20004677,White; Jerome S. (Jerry),10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Minnesota,P00003962,Schriner; Joe,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Minnesota,n/a,Sidner; Arthur E.,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Minnesota,n/a,Wettschreck; Kirk,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Minnesota,P60016623,"""""""Smith; Michael L. """"""""Mike""""""""""""""",10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Minnesota,n/a,Hartnell; Ben,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
399,Minnesota,n/a,Koplitz; Roger,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Minnesota,n/a,Mallapadi; Srinivasa K.,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Minnesota,n/a,Payeur; Micah,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Minnesota,n/a,Duncan; Richard,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Minnesota,n/a,Gerhard; Eric,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Minnesota,n/a,Lynch; Darin,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Minnesota,n/a,Roberts; Matthew,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Minnesota,n/a,Robertson; Platt,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Minnesota,n/a,Schumacher; Derrick,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Minnesota,n/a,Snell; Keith Richard,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Mississippi,P80001571,Trump; Donald J.,6.0,101.0,6.0,4.0,4.0,101.0,60.0,59.0
410,Mississippi,P00003392,Clinton; Hillary,6.0,101.0,0.0,2.0,2.0,0.0,40.0,41.0
411,Mississippi,P20002671,Johnson; Gary,6.0,101.0,0.0,0.0,0.0,0.0,1.0,1.0
412,Mississippi,P60021102,Castle; Darrell,6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Mississippi,P20003984,Stein; Jill,6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Mississippi,P60017340,Hedges; Jim,6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
415,Mississippi,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",6.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Missouri,P80001571,Trump; Donald J.,10.0,202.0,10.0,7.0,6.0,202.0,116.0,115.0
417,Missouri,P00003392,Clinton; Hillary Rodham,10.0,202.0,0.0,3.0,4.0,0.0,76.0,77.0
418,Missouri,P20002671,Johnson; Gary,10.0,202.0,0.0,0.0,0.0,0.0,7.0,7.0
419,Missouri,P20003984,Stein; Jill,10.0,202.0,0.0,0.0,0.0,0.0,2.0,2.0
420,Missouri,P60021102,Castle; Darrell L.,10.0,202.0,0.0,0.0,0.0,0.0,1.0,1.0
421,Missouri,P60022654,McMullin; Evan,10.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Missouri,P20005260,Hoefling; Tom,10.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Missouri,P20004511,Kotlikoff; Laurence,10.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Missouri,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",10.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Missouri,n/a,Schoenke; Marshall,10.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Montana,P80001571,Trump; Donald J.,3.0,35.0,3.0,3.0,2.0,35.0,21.0,20.0
427,Montana,P00003392,Clinton; Hillary,3.0,35.0,0.0,0.0,1.0,0.0,12.0,12.0
428,Montana,P20002671,Johnson; Gary,3.0,35.0,0.0,0.0,0.0,0.0,2.0,2.0
429,Montana,P20003984,Stein; Jill,3.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0
430,Montana,P60022654,McMullin; Evan,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Montana,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Montana,P60021102,Castle; Darrell L.,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Montana,P20005260,Hoefling; Tom,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Montana,P20004511,Kotlikoff; Laurence,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Montana,P60015351,Basiago; Andrew D.,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Montana,P60020757,Buchanan; Robert L.,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Montana,P60018249,Maldonado; Joseph,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Montana,P60019114,Morris; Laio,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Montana,P60004868,Perry; Darryl W.,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Montana,P00003962,Schriner; Joe,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Montana,P60016623,Smith; Michael L. (Mike),3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Montana,P60018017,Soltysik; Emidio,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Nebraska,P80001571,Trump; Donald J.,5.0,63.0,5.0,4.0,3.0,63.0,38.0,37.0
444,Nebraska,P00003392,Clinton; Hillary,5.0,63.0,0.0,1.0,2.0,0.0,20.0,21.0
445,Nebraska,P20002671,Johnson; Gary,5.0,63.0,0.0,0.0,0.0,0.0,3.0,3.0
446,Nebraska,n/a,Scattered,5.0,63.0,0.0,0.0,0.0,0.0,1.0,1.0
447,Nebraska,P20003984,Stein; Jill,5.0,63.0,0.0,0.0,0.0,0.0,1.0,1.0
448,Nevada,P00003392,Clinton; Hillary,6.0,92.0,6.0,4.0,3.0,92.0,45.0,44.0
449,Nevada,P80001571,Trump; Donald J.,6.0,92.0,0.0,2.0,3.0,0.0,41.0,42.0
450,Nevada,P20002671,Johnson; Gary,6.0,92.0,0.0,0.0,0.0,0.0,3.0,3.0
451,Nevada,n/a,None of These Candidates,6.0,92.0,0.0,0.0,0.0,0.0,2.0,2.0
452,Nevada,P60021102,Castle; Darrell,6.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0
453,Nevada,P60016342,"""""""De La Fuente; Roque """"""""Rocky""""""""""""""",6.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0
454,New Hampshire,P00003392,Clinton; Hillary,4.0,46.0,4.0,3.0,2.0,46.0,23.0,22.0
455,New Hampshire,P80001571,Trump; Donald J.,4.0,46.0,0.0,1.0,2.0,0.0,21.0,21.0
456,New Hampshire,P20002671,Johnson; Gary,4.0,46.0,0.0,0.0,0.0,0.0,2.0,2.0
457,New Hampshire,P20003984,Stein; Jill,4.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0
458,New Hampshire,P60007168,Sanders; Bernie,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
459,New Hampshire,n/a,Scattered,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
460,New Hampshire,P60003670,Kasich; John,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
461,New Hampshire,P60022654,McMullin; Evan,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
462,New Hampshire,n/a,Pence; Mike,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
463,New Hampshire,P60016342,"""""""De La Fuente; Roque """"""""Rocky""""""""""""""",4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
464,New Hampshire,P80003353,Romney; Mitt,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
465,New Hampshire,n/a,Ryan; Paul,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
466,New Hampshire,P60008059,Bush; Jeb,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
467,New Hampshire,P60006723,Rubio; Marco,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
468,New Hampshire,P60006111,Cruz; Ted,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
469,New Hampshire,P80002801,McCain; John,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
470,New Hampshire,n/a,Paul; Ron or Rand,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
471,New Hampshire,P60005915,Carson; Ben,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
472,New Hampshire,n/a,Supreme; Vermin,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
473,New Hampshire,P80000722,Biden; Joe,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
474,New Hampshire,P60008521,Christie; Chris,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
475,New Jersey,P00003392,Clinton; Hillary Rodham,14.0,295.0,14.0,9.0,8.0,295.0,165.0,164.0
476,New Jersey,P80001571,Trump; Donald J.,14.0,295.0,0.0,5.0,6.0,0.0,121.0,122.0
477,New Jersey,P20002671,Johnson; Gary,14.0,295.0,0.0,0.0,0.0,0.0,6.0,6.0
478,New Jersey,P20003984,Stein; Jill,14.0,295.0,0.0,0.0,0.0,0.0,3.0,3.0
479,New Jersey,P60021102,Castle; Darrell,14.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0
480,New Jersey,P80005473,Kennedy; Alyson,14.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0
481,New Jersey,P60016342,De La Fuente; Rocky Roque,14.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0
482,New Jersey,P60004405,Moorehead; Monica,14.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0
483,New Jersey,P80005572,La Riva; Gloria,14.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0
484,New Mexico,P00003392,Clinton; Hillary Rodham,5.0,70.0,5.0,4.0,2.0,70.0,35.0,34.0
485,New Mexico,P80001571,Trump; Donald J.,5.0,70.0,0.0,1.0,2.0,0.0,27.0,28.0
486,New Mexico,P20002671,Johnson; Gary,5.0,70.0,0.0,0.0,1.0,0.0,6.0,7.0
487,New Mexico,P20003984,Stein; Jill,5.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0
488,New Mexico,P60022654,McMullin; Evan,5.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0
489,New Mexico,P60021102,Castle; Darrell,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
490,New Mexico,P80005572,La Riva; Gloria,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
491,New Mexico,P60016342,"""""""De La Fuente; """"""""Rocky"""""""" Roque""""""",5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
492,New York,P00003392,Clinton; Hillary,29.0,649.0,29.0,18.0,17.0,649.0,384.0,383.0
493,New York,P80001571,Trump; Donald J.,29.0,649.0,0.0,10.0,11.0,0.0,236.0,237.0
494,New York,P20002671,Johnson; Gary,29.0,649.0,0.0,1.0,1.0,0.0,15.0,15.0
495,New York,P20003984,Stein; Jill,29.0,649.0,0.0,0.0,0.0,0.0,9.0,9.0
496,New York,n/a,Scattered,29.0,649.0,0.0,0.0,0.0,0.0,4.0,4.0
497,New York,P60022654,McMullin; Evan,29.0,649.0,0.0,0.0,0.0,0.0,1.0,1.0
498,New York,P60021102,Castle; Darrell,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
499,New York,P60022787,Maturen; Michael A.,29.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0
